setid,"Solvent: MolaRity of 2-aminoacetic acid, mol/dm3","Temperature, K","MolaRity of N,N,N-trimethyl-1-hexadecanaminium bromide, mol/dm3","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ksQpu,0.05,303,0.00079,101,997.145,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.05,303,0.00095,101,997.161,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.05,303,0.00115,101,997.225,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.05,303,0.00128,101,997.276,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.05,303,0.00151,101,997.293,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.05,303,0.00174,101,997.299,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.05,303,0.00196,101,997.333,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.05,308.1,0.00019,101,995.337,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.05,308.1,0.00045,101,995.412,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.05,308.1,0.00062,101,995.432,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.05,308.1,0.00079,101,995.472,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.05,308.1,0.00095,101,995.497,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.05,308.1,0.00115,101,995.557,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.05,308.1,0.00128,101,995.607,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.05,308.1,0.00151,101,995.623,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.05,308.1,0.00174,101,995.628,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.05,308.1,0.00196,101,995.66,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.05,313,0.00019,101,993.485,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.05,313,0.00045,101,993.56,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.05,313,0.00062,101,993.575,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.05,313,0.00079,101,993.622,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.05,313,0.00095,101,993.635,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.05,313,0.00115,101,993.693,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.05,313,0.00128,101,993.74,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.05,313,0.00151,101,993.754,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.05,313,0.00174,101,993.758,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.05,313,0.00196,101,993.789,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.1,298.1,0.00062,101,1000.14,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.1,298.1,0.00079,101,1000.15,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.1,298.1,0.00095,101,1000.15,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.1,298.1,0.00115,101,1000.15,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.1,298.1,0.00128,101,1000.15,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.1,298.1,0.00151,101,1000.16,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.1,298.1,0.00174,101,1000.17,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.1,298.1,0.00196,101,1000.17,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.1,303,0.00062,101,998.778,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.1,303,0.00079,101,998.784,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.1,303,0.00095,101,998.793,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.1,303,0.00115,101,998.795,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.1,303,0.00128,101,998.8,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.1,303,0.00151,101,998.808,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.1,303,0.00174,101,998.82,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.1,303,0.00196,101,998.83,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.1,308.1,0.00062,101,997.013,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.1,308.1,0.00079,101,997.015,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.1,308.1,0.00095,101,997.019,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.1,308.1,0.00115,101,997.022,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.1,308.1,0.00128,101,997.025,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.1,308.1,0.00151,101,997.031,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.1,308.1,0.00174,101,997.034,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.1,308.1,0.00196,101,997.035,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.1,313,0.00062,101,995.158,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.1,313,0.00079,101,995.162,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.1,313,0.00095,101,995.164,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.1,313,0.00115,101,995.167,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.1,313,0.00128,101,995.171,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.1,313,0.00151,101,995.174,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.1,313,0.00174,101,995.177,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
ksQpu,0.1,313,0.00196,101,995.178,Chauhan et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
