setid,"Temperature, K","Mole fraction of 1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
bpmoN,323.15,1,101,1331.1,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,328.15,0,101,1023.25,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,328.15,0.0466,101,1076.68,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,328.15,0.0774,101,1104.42,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,328.15,0.1154,101,1133.32,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,328.15,0.1633,101,1163.3,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,328.15,0.2269,101,1194,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,328.15,0.3131,101,1225.6,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,328.15,0.4385,101,1258.1,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,328.15,0.6368,101,1291.8,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,328.15,0.7472,101,1305,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,328.15,1,101,1326.7,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,333.15,0,101,1016.32,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,333.15,0.0466,101,1070.28,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,333.15,0.0774,101,1098.51,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,333.15,0.1154,101,1127.61,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,333.15,0.1633,101,1157.8,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,333.15,0.2269,101,1188.6,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,333.15,0.3131,101,1220.4,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,333.15,0.4385,101,1253.2,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,333.15,0.6368,101,1287.1,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,333.15,0.7472,101,1300.5,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,333.15,1,101,1322.2,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
