setid,"Temperature, K",Mole fraction of 4-ethyl-4-methylmorpholinium diethyl phosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
GodKs,323.15,0.6009,100,1094,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,323.15,0.7005,100,1111,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,323.15,0.7996,100,1123,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,323.15,0.901,100,1134,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,323.15,1,100,1143,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,328.15,0,100,759,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,328.15,0.0198,100,792,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,328.15,0.0405,100,822,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,328.15,0.0798,100,869,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,328.15,0.0996,100,889,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,328.15,0.1198,100,907,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,328.15,0.1603,100,938,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,328.15,0.2018,100,964,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,328.15,0.3003,100,1012,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,328.15,0.4018,100,1046,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,328.15,0.4998,100,1071,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,328.15,0.6009,100,1091,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,328.15,0.7005,100,1107,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,328.15,0.7996,100,1120,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,328.15,0.901,100,1131,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,328.15,1,100,1140,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,333.15,0,100,754,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,333.15,0.0198,100,788,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,333.15,0.0405,100,818,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,333.15,0.0798,100,865,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,333.15,0.0996,100,885,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,333.15,0.1198,100,903,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,333.15,0.1603,100,934,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,333.15,0.2018,100,960,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,333.15,0.3003,100,1008,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,333.15,0.4018,100,1043,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,333.15,0.4998,100,1068,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,333.15,0.6009,100,1088,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,333.15,0.7005,100,1104,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,333.15,0.7996,100,1117,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,333.15,0.901,100,1128,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,333.15,1,100,1136,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,338.15,0,100,749,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,338.15,0.0198,100,783,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,338.15,0.0405,100,813,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,338.15,0.0798,100,861,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,338.15,0.0996,100,881,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,338.15,0.1198,100,899,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,338.15,0.1603,100,930,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,338.15,0.2018,100,957,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,338.15,0.3003,100,1004,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,338.15,0.4018,100,1040,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,338.15,0.4998,100,1064,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,338.15,0.6009,100,1084,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,338.15,0.7005,100,1100,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,338.15,0.7996,100,1114,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,338.15,0.901,100,1124,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,338.15,1,100,1133,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
