setid,Mole fraction of methyl ethanoate,Mole fraction of methanol,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
lwCXz,0.6164,0.0769,298.15,101,1.41109,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.6849,0.2513,298.15,101,1.37741,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.687,0.1877,298.15,101,1.39073,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.6883,0.2805,298.15,101,1.36728,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.6962,0.2138,298.15,101,1.38416,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.6965,0.0609,298.15,101,1.40574,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.6965,0.1225,298.15,101,1.39919,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.6966,0.0313,298.15,101,1.40823,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.6991,0.1503,298.15,101,1.39485,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.7197,0.0838,298.15,101,1.40102,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.7744,0.2031,298.15,101,1.36488,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.7848,0.1291,298.15,101,1.38355,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.7857,0.1508,298.15,101,1.37796,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.7914,0.1664,298.15,101,1.37194,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.794,0.0831,298.15,101,1.39048,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.7958,0.102,298.15,101,1.38676,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.7982,0.0208,298.15,101,1.39912,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.799,0.0403,298.15,101,1.39645,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.802,0.0592,298.15,101,1.39322,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.8612,0.125,298.15,101,1.36274,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.876,0.0989,298.15,101,1.36706,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.887,0.0795,298.15,101,1.37008,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.8913,0.0543,298.15,101,1.37607,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.8921,0.0111,298.15,101,1.38595,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.8939,0.0428,298.15,101,1.37845,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.8965,0.0208,298.15,101,1.38303,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.8973,0.0616,298.15,101,1.3724,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.9034,0.0289,298.15,101,1.37958,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
