setid,"Temperature, K",Mole fraction of 1-methyl-3-octylimidazolium chloride,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
hDfcs,328.15,0.7994,100,1.49575,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
hDfcs,328.15,0.8988,100,1.49735,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
hDfcs,328.15,1,100,1.49816,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
hDfcs,333.15,0,100,1.45618,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
hDfcs,333.15,0.105,100,1.46688,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
hDfcs,333.15,0.2056,100,1.47447,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
hDfcs,333.15,0.3018,100,1.47938,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
hDfcs,333.15,0.3991,100,1.48381,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
hDfcs,333.15,0.4964,100,1.48723,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
hDfcs,333.15,0.6016,100,1.49025,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
hDfcs,333.15,0.7007,100,1.49278,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
hDfcs,333.15,0.7994,100,1.49497,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
hDfcs,333.15,0.8988,100,1.4966,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
hDfcs,333.15,1,100,1.49651,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
