setid,"Temperature, K",Mole fraction of 1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
qhwuY,328.15,0.4998,101,1.4567,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,328.15,0.5999,101,1.455,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,328.15,0.7001,101,1.4529,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,328.15,0.8109,101,1.4502,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,328.15,0.8998,101,1.4474,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,328.15,1,101,1.4436,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,333.15,0,101,1.4614,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,333.15,0.1003,101,1.4601,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,333.15,0.2,101,1.4588,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,333.15,0.2997,101,1.4575,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,333.15,0.3997,101,1.4565,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,333.15,0.4998,101,1.4554,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,333.15,0.5999,101,1.4538,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,333.15,0.7001,101,1.4519,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,333.15,0.8109,101,1.4492,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,333.15,0.8998,101,1.4464,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,333.15,1,101,1.4427,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,338.15,0,101,1.4594,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,338.15,0.1003,101,1.4584,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,338.15,0.2,101,1.4572,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,338.15,0.2997,101,1.456,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,338.15,0.3997,101,1.4552,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,338.15,0.4998,101,1.454,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,338.15,0.5999,101,1.4525,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,338.15,0.7001,101,1.4507,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,338.15,0.8109,101,1.4481,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,338.15,0.8998,101,1.4453,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,338.15,1,101,1.4417,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,343.15,0,101,1.4575,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,343.15,0.1003,101,1.4564,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,343.15,0.2,101,1.4554,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,343.15,0.2997,101,1.4544,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,343.15,0.3997,101,1.4537,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,343.15,0.4998,101,1.4527,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,343.15,0.5999,101,1.4513,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,343.15,0.7001,101,1.4495,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,343.15,0.8109,101,1.4469,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,343.15,0.8998,101,1.4442,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,343.15,1,101,1.4406,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,348.15,0,101,1.4555,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,348.15,0.1003,101,1.4547,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,348.15,0.2,101,1.4538,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,348.15,0.2997,101,1.4529,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,348.15,0.3997,101,1.4523,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,348.15,0.4998,101,1.4514,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,348.15,0.5999,101,1.4501,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,348.15,0.7001,101,1.4484,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,348.15,0.8109,101,1.4459,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,348.15,0.8998,101,1.4432,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,348.15,1,101,1.4395,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,353.15,0,101,1.4538,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,353.15,0.1003,101,1.453,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,353.15,0.2,101,1.4523,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,353.15,0.2997,101,1.4514,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,353.15,0.3997,101,1.4509,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,353.15,0.4998,101,1.45,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,353.15,0.5999,101,1.4488,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,353.15,0.7001,101,1.4472,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,353.15,0.8109,101,1.4449,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,353.15,0.8998,101,1.4421,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
qhwuY,353.15,1,101,1.4385,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
