setid,reference,propertiy,phases,compound id 1,compound id 2,compound id 3,np,compound name 1,compound name 2,compound name 3
aZRIK,Raj et al. (2021),Density,Liquid,ABnLOR,AAPByN,,44,3-(2-cyanoethyl)-1-(2-ethoxyethyl)imidazolium bis(trifluoromethanesulfonyl)amide,dimethyl sulfoxide,
UJVRP,Rao et al. (2016),Density,Liquid,AAUfPO,AArYBF,,44,N-methylaniline,1-butyl-3-methylimidazolium tetrafluoroborate,
NvlWt,Rao et al. (2017a),Density,Liquid,AARvIf,AAmDom,,44,aniline,1-ethyl-3-methylimidazolium tetrafluoroborate,
hefEI,Rao et al. (2017c),Density,Liquid,AAmDom,AAUfPO,,44,1-ethyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
HdrRW,Rout et al. (2017),Density,Liquid,ABHvLN,ABchwx,,44,"N,N-dihexyloctanamide",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
aEjbV,Salinas et al. (2016),Density,Liquid,AALcLI,ABchwx,,44,propan-1-ol,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
BRFjA,Salinas et al. (2016),Density,Liquid,AALcLI,ABiCtA,,44,propan-1-ol,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,
ulsdJ,Shao et al. (2012),Density,Liquid,AAONVE,AAkKSn,,44,butan-1-ol,N-ethylpiperazinium propionate,
MUElY,Shao et al. (2012),Density,Liquid,AAGIBL,AAkKSn,,44,methanol,N-ethylpiperazinium propionate,
TvZFe,Shao et al. (2012),Density,Liquid,AAIsrh,AAkKSn,,44,ethanol,N-ethylpiperazinium propionate,
ZktTJ,Shao et al. (2012),Density,Liquid,AALcLI,AAkKSn,,44,propan-1-ol,N-ethylpiperazinium propionate,
PeSCL,Shekaari and Mousavi (2010),Density,Liquid,AAOCWD,AAoCnc,,44,dimethylformamide,"1,3-dimethylimidazolium methylsulfate",
qLoMi,Shekaari et al. (2016b),Density,Liquid,AAQJSl,AAwmau,,44,thiophene,1-methyl-3-octyl-1H-imidazolium thiocyanate,
VOeKK,Shirazi et al. (2023),Density,Liquid,AAlxZE,AAcjhv,,44,1-butyl-3-methylimidazolium thiocyanate,triethanolamine,
RyHBb,Shirazi et al. (2023),Density,Liquid,AAlxZE,AAULmj,,44,1-butyl-3-methylimidazolium thiocyanate,diethanolamine,
whyjp,Shirazi et al. (2023),Density,Liquid,AAlxZE,AALmBl,,44,1-butyl-3-methylimidazolium thiocyanate,2-aminoethan-1-ol,
Xnwjp,Suzuki et al. (2024b),Density,Liquid,ABchwx,,,44,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,
vYepe,Suzuki et al. (2024b),Density,Liquid,AArYBF,,,44,1-butyl-3-methylimidazolium tetrafluoroborate,,
uwAPE,Suzuki et al. (2024b),Density,Liquid,ABYLZx,,,44,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,
xlzzE,Suzuki et al. (2024b),Density,Liquid,ABZxyF,,,44,3-butyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide,,
aRhnT,Terdale and Warke (2020),Density,Liquid,AAtWDT,AADYJk,,44,1-ethyl-3-methylimidazolium ethyl sulfate,water,
KPlKj,Terdale and Warke (2020),Density,Liquid,AAqmVN,AADYJk,,44,1-ethyl-3-methylimidazolium methyl sulfate,water,
KfOWy,Terdale and Warke (2020),Density,Liquid,ABCPbo,AADYJk,,44,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate,water,
vFseC,Terdale and Warke (2020),Density,Liquid,AAoCnc,AADYJk,,44,"1,3-dimethylimidazolium methylsulfate",water,
CTSLe,Trenzado et al. (2018),Density,Liquid,AArYBF,AAZpGJ,,44,1-butyl-3-methylimidazolium tetrafluoroborate,"2,5,8-trioxanonane",
XGRzL,Troncoso (2021),Density,Liquid,AAvbcc,AADYJk,,44,1-hexyl-3-methyl-1H-imidazolium bromide,water,
liLoJ,Wang et al. (2012c),Density,Liquid,AAPByN,ABAwEw,,44,dimethyl sulfoxide,1-methyl-3-octylimidazolium bromide,
hKhPj,Wang et al. (2012c),Density,Liquid,AAPByN,AAqHiH,,44,dimethyl sulfoxide,1-butyl-3-methylimidazolium bromide,
VBRBg,Warke et al. (2016),Density,Liquid,AADYJk,ABWlnv,,44,water,triisobutylmethylphosphonium p-toluenesulfonate,
pTWZQ,Watanabe et al. (2022),Density,Liquid,ABVajc,,,44,"N,N-dimethylpropionamidium bis(trifluoromethanesulfonyl)amide",,
JBmxo,Wu et al. (2014b),Density,Liquid,AArYBF,AANtck,,44,1-butyl-3-methylimidazolium tetrafluoroborate,butanone,
Lrhsi,Wu et al. (2014b),Density,Liquid,AArYBF,AAOCWD,,44,1-butyl-3-methylimidazolium tetrafluoroborate,dimethylformamide,
wDueD,Wu et al. (2015b),Density,Liquid,AAGIBL,AArYBF,,44,methanol,1-butyl-3-methylimidazolium tetrafluoroborate,
EbQsa,Wu et al. (2015b),Density,Liquid,AAQngv,AArYBF,,44,"N,N-dimethylethanamide",1-butyl-3-methylimidazolium tetrafluoroborate,
fKkCO,Wu et al. (2015b),Density,Liquid,AAHueB,AArYBF,,44,acetonitrile,1-butyl-3-methylimidazolium tetrafluoroborate,
IRepr,Wu et al. (2015b),Density,Liquid,AATDtI,AArYBF,,44,N-methylpyrrolidone,1-butyl-3-methylimidazolium tetrafluoroborate,
doBjW,Yang et al. (2019e),Density,Liquid,AAgmaR,,,44,1-ethyl-3-methylimidazolium acetate,,
ZRTen,Zec et al. (2018a),Density,Liquid,AADYJk,ABDgdP,,44,water,1-butyl-3-hexyl-1H-imidazolium bromide,
ziQqr,Damanafshan et al. (2018),Density,Liquid,AAWveB,AAquMR,AADYJk,43,N-methyldiethanolamine,1-butylpyridinium tetrafluoroborate,water
jzdpT,Garcia-Mardones et al. (2012a),Density,Liquid,AAGIBL,AAtevY,,43,methanol,1-butyl-4-methylpyridinium tetrafluoroborate,
IqNAh,Garcia-Mardones et al. (2012a),Density,Liquid,AAIsrh,AAtevY,,43,ethanol,1-butyl-4-methylpyridinium tetrafluoroborate,
qcXmj,Safarov and Guluzade (2022),Density,Liquid;Gas,AAGIBL,ABDWVo,,43,methanol,1-butyl-3-methylimidazolium trifluoromethanesulfonate,
cRwjF,Shekaari and Kazempour (2011a),Density,Liquid,AAihiT,AADYJk,ABAwEw,43,D-glucose,water,1-methyl-3-octylimidazolium bromide
FIyne,Shekaari and Kazempour (2012b),Density,Liquid,AAihiT,AADYJk,AAvbcc,43,D-glucose,water,1-hexyl-3-methyl-1H-imidazolium bromide
IFQBN,Wang et al. (2012c),Density,Liquid,AAPByN,ABLlfj,,43,dimethyl sulfoxide,1-dodecyl-3-methylimidazolium bromide,
oaMcR,Anantharaj and Banerjee (2011),Density,Liquid,AAQJSl,AAgcST,,42,thiophene,1-ethyl-3-methylimidazolium thiocyanate,
OxEAJ,Anantharaj and Banerjee (2011),Density,Liquid,AAMuTE,AAgcST,,42,pyrrole,1-ethyl-3-methylimidazolium thiocyanate,
RNktj,Anantharaj and Banerjee (2011),Density,Liquid,AAYrly,AAgcST,,42,quinoline,1-ethyl-3-methylimidazolium thiocyanate,
UaqFc,Anantharaj and Banerjee (2011),Density,Liquid,AAWvhn,AAgcST,,42,indoline,1-ethyl-3-methylimidazolium thiocyanate,
RzoHF,Anantharaj and Banerjee (2011),Density,Liquid,AADYJk,AAgcST,,42,water,1-ethyl-3-methylimidazolium thiocyanate,
AmjQW,Anantharaj and Banerjee (2011),Density,Liquid,AAPLMm,AAgcST,,42,pyridine,1-ethyl-3-methylimidazolium thiocyanate,
lAREk,Anantharaj and Banerjee (2013),Density,Liquid,AAPLMm,AAniqB,,42,pyridine,1-ethyl-3-methylimidazolium methanesulfonate,
BFIWO,Anantharaj and Banerjee (2013),Density,Liquid,AAQJSl,AAniqB,,42,thiophene,1-ethyl-3-methylimidazolium methanesulfonate,
VVwgB,Calvar et al. (2012c),Density,Liquid,AAONLE,AAnYjG,,42,butan-2-ol,1-butyl-3-methylimidazolium dicyanamide,
LaaDB,Chen et al. (2015a),Density,Liquid,AAihiT,AADYJk,ABVFhr,42,D-glucose,water,"1,1'-(butane-1,4-diyl)bis(3-methyl-1H-imidazol-3-ium) dibromide"
ymWsO,Das et al. (2017),Density,Liquid,AAwRyW,AADYJk,,42,"1,1,3,3-tetramethylguanidinium phenylacetate",water,
dDGtR,Das et al. (2017),Density,Liquid,AAyhDH,AADYJk,,42,"1,1,3,3-tetramethylguanidinium cinnamate",water,
ovAHa,Deenadayalu and Bhujrajh (2008),Density,Liquid,AAGIBL,AALIPU,ABqZuM,42,methanol,acetone,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide"
Adpxw,Deenadayalu and Bhujrajh (2008),Density,Liquid,AALIPU,ABqZuM,,42,acetone,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide",
pfsqi,Fang et al. (2022),Density,Liquid,AAoWKo,AADYJk,,42,N-(2-methoxyethyl)-N-methylpyrrolidinium dicyanamide,water,
JrJIQ,Gaba et al. (2016),Density,Liquid,AAZVtd,AADYJk,AAherF,42,glycylglycine,water,1-butyl-3-methylimidazolium chloride
oLOEw,Gaba et al. (2017a),Density,Liquid,AAZfHj,AAWpNY,AADYJk,42,N-(carboxymethyl)glycine,1-methylimidazolium chloride,water
nOkTv,Gaba et al. (2017a),Density,Liquid,AAZfHj,AAsTjr,AADYJk,42,N-(carboxymethyl)glycine,1-methyl-3-octylimidazolium chloride,water
PnyZD,Gaba et al. (2017b),Density,Liquid,AAZfHj,AAqHiH,AADYJk,42,N-(carboxymethyl)glycine,1-butyl-3-methylimidazolium bromide,water
XNSSf,Gaba et al. (2017c),Density,Liquid,AAZfHj,AAkOaH,AADYJk,42,N-(carboxymethyl)glycine,1-methyl-3-pentylimidazolium chloride,water
IAhbM,Gaba et al. (2017c),Density,Liquid,AAOWgA,AAkOaH,AADYJk,42,2-aminoacetic acid,1-methyl-3-pentylimidazolium chloride,water
UydIZ,Gaba et al. (2017d),Density,Liquid,AAWbiv,AAkOaH,AADYJk,42,L-valine,1-methyl-3-pentylimidazolium chloride,water
DrMXT,Garca-Garabal et al. (2022),Density,Liquid,ABabds,AAPByN,,42,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,dimethyl sulfoxide,
LsDDX,Gonzalez et al. (2012a),Density,Liquid,AAIsrh,ABiCtA,,42,ethanol,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,
Kordx,Gonzalez et al. (2013c),Density,Liquid,AAONVE,ABDWVo,,42,butan-1-ol,1-butyl-3-methylimidazolium trifluoromethanesulfonate,
WtIyP,Gonzalez et al. (2013e),Density,Liquid,AAIsrh,ABenCa,,42,ethanol,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,
nEuoW,Kumar et al. (2012),Density,Liquid,AALwIY,AAsTjr,,42,"1,2-ethanediol",1-methyl-3-octylimidazolium chloride,
CXQlZ,Kumar et al. (2012),Density,Liquid,AALwIY,AAherF,,42,"1,2-ethanediol",1-butyl-3-methylimidazolium chloride,
sxrAl,Larriba et al. (2014a),Density,Liquid,AAiEIE,AAmkSk,,42,1-ethyl-3-methylimidazolium dicyanamide,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,
PUbXg,Luo et al. (2017a),Density,Liquid,AADYJk,AANNYY,AAherF,42,water,lithium nitrate,1-butyl-3-methylimidazolium chloride
OaqpL,Nikam and Sawanta (1998),Density,Liquid,AAHueB,ABUoQI,AADYJk,42,acetonitrile,ethylhexadecyldimethylammonium bromide,water
UarDB,Nikam and Sawanta (1998),Density,Liquid,AAHueB,AAzKlv,AADYJk,42,acetonitrile,tetrapropylammonium bromide,water
tlJNz,Ning et al. (2012),Density,Liquid,AAmzKp,AAwscj,,42,1-hexyl-3-methylimidazolium chloride,1-hexyl-3-methylimidazolium tetrafluoroborate,
WyuBl,Ning et al. (2012),Density,Liquid,AAsTjr,ABCNhW,,42,1-methyl-3-octylimidazolium chloride,1-methyl-3-octylimidazolium tetrafluoroborate,
STqKR,Oliveira et al. (2015),Density,Liquid,AAOqAs,AAgmaR,,42,ammonium acetate,1-ethyl-3-methylimidazolium acetate,
NeqFe,Park and Lee (2023),Density,Liquid,ABQkxU,AALwIY,,42,methyltriphenylphosphonium bromide,"1,2-ethanediol",
fMYLa,Patil et al. (2016),Density,Liquid,ABMkqO,AADYJk,,42,tetradecyltrimethylammonium bromide,water,
QLuvx,Sastry et al. (2013),Density,Liquid,AADYJk,AAsTjr,,42,water,1-methyl-3-octylimidazolium chloride,
ZVfMX,Sastry et al. (2013),Density,Liquid,AADYJk,ABJyus,,42,water,1-methyl-3-octyl-1H-imidazolium iodide,
hrygN,Shojaeian et al. (2021),Density,Liquid,AARHTY,AAgmaR,,42,2-amino-2-methylpropan-1-ol,1-ethyl-3-methylimidazolium acetate,
nWIlG,Shojaeian et al. (2021),Density,Liquid,AAULmj,AAgmaR,,42,diethanolamine,1-ethyl-3-methylimidazolium acetate,
kzAmn,Shojaeian et al. (2021),Density,Liquid,AAWveB,AAgmaR,,42,N-methyldiethanolamine,1-ethyl-3-methylimidazolium acetate,
hlAEm,Singh et al. (2009),Density,Liquid,AALwIY,AArYBF,,42,"1,2-ethanediol",1-butyl-3-methylimidazolium tetrafluoroborate,
jYkLc,Talavera-Prieto et al. (2014),Density,Liquid,AAiEQh,,,42,2-hydroxy-N-methylethanaminium pentanoate,,
bfCIQ,Talavera-Prieto et al. (2014),Density,Liquid,AAfUVe,,,42,N-methyl-2-hydroxyethylammonium butanoate,,
aBPPC,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,ABEKef,,42,water,"1-ethyl-3-methyl-1H-imidazolium 1,1,2,2-tetrafluoroethane-1-sulfonate",
MyHKO,Wang et al. (2022f),Density,Liquid,AAuylj,AADYJk,,42,1-(2-ethoxyethyl)-3-methylimidazolium lactate,water,
TiMTS,Wang et al. (2022f),Density,Liquid,AApKPw,AADYJk,,42,1-(2-ethoxyethyl)-3-methylimidazolium acetate,water,
dNaXx,Wei et al. (2022a),Density,Liquid,AAkUkb,AADYJk,,42,1-allyl-3-methylimidazolium dicyanamide,water,
qEGBv,wang et al. (2022),Density,Liquid,AAruhC,AADYJk,,42,1-(2-ethoxyethyl)-3-methylimidazolium propanoate,water,
Ywvtu,wang et al. (2022),Density,Liquid,AApKLy,AADYJk,,42,1-(2-methoxyethyl)-3-methylimidazolium propanoate,water,
LaXeq,wang et al. (2022),Density,Liquid,AAmaDQ,AADYJk,,42,1-(2-methoxyethyl)-3-methylimidazolium acetate,water,
rCSjq,Anantharaj and Banerjee (2013),Density,Liquid,AAMuTE,AAniqB,,41,pyrrole,1-ethyl-3-methylimidazolium methanesulfonate,
voZTr,Canongia Lopes et al. (2016),Density,Liquid,AAaJgU,,,41,n-butylammonium nitrate,,
eEYLF,Hedwig and Hakin (2010),Density,Liquid,AAaICh,AADYJk,,41,sodium trifluoroacetate,water,
zcCmB,Hiraga et al. (2017b),Density,Liquid,AAherF,ABchwx,,41,1-butyl-3-methylimidazolium chloride,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
BxRzC,Annat et al. (2012),Density,Liquid,ACqwtJ,ABabds,,40,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,
EWlGj,Ayad et al. (2021),Density,Liquid,AADYJk,AAuLqL,,40,water,1-butyl-4-methylpyridinium tricyanomethanide,
XDQzX,Ayad et al. (2021),Density,Liquid,AADYJk,AAsjdp,,40,water,1-butyl-1-methylpyrrolidinium tricyanomethanide,
dHtTq,Ayad et al. (2021),Density,Liquid,AADYJk,AAsEJq,,40,water,1-butyl-3-methylimidazolium tricyanomethane,
goNDq,Bahadur and Deenadayalu (2013),Density,Liquid,AAIsrh,ACUobF,,40,ethanol,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",
mmVPR,Chen et al. (2014d),Density,Liquid,AADYJk,AAqlRf,,40,water,1-methyl-1-propylpiperidinium bromide,
FIgvl,Chen et al. (2014d),Density,Liquid,AADYJk,AAoBjM,,40,water,N-ethyl-N-methylpiperidinium bromide,
fypKy,Chen et al. (2014d),Density,Liquid,AADYJk,AAtVXq,,40,water,N-butyl-N-methylpiperidinium bromide,
dNybr,Ding et al. (2022),Density,Liquid,AAkmTS,AADYJk,,40,1-ethyl-3-methylimidazolium bromide,water,
xfKqO,Ding et al. (2022),Density,Liquid,AAnWVs,AADYJk,,40,1-methyl-3-propylimidazolium bromide,water,
FlLbY,Domanska and Krolikowska (2010b),Density,Liquid,AAThYT,AAlxZE,,40,hexan-1-ol,1-butyl-3-methylimidazolium thiocyanate,
RWDQW,Domanska and Krolikowska (2012),Density,Liquid,AADYJk,AApLNt,,40,water,1-butyl-1-methylpiperidinium thiocyanate,
XJtUN,Elhami-Kalvanagh et al. (2013),Density,Liquid,AAOCWD,ABSYBG,AAsrIo,40,dimethylformamide,salnaph,1-pentyl-3-methylimidazolium bromide
AMRbs,Elhami-Kalvanagh et al. (2013),Density,Liquid,AAOCWD,ABKAVr,AAsrIo,40,dimethylformamide,"2,2'-[cyclohexane-1,2-diylbis(nitrilomethylylidene)]diphenol",1-pentyl-3-methylimidazolium bromide
gQKvy,Elias and Wilkes (1994),Density,Liquid,AAZhtG,AAcKZa,,40,aluminum chloride,1-ethyl-3-methylimidazolium chloride,
CKVqm,Elias and Wilkes (1994),Density,Liquid,AAZhtG,AAIHRm,AAcKZa,40,aluminum chloride,lithium chloride,1-ethyl-3-methylimidazolium chloride
PGntF,Erickson et al. (2007),Density,Liquid,AAhEBB,AADYJk,,40,sodium trifluoromethanesulfonate,water,
xNPAx,Fang et al. (2014),Density,Liquid,ABFdeu,AADYJk,,40,1-pentyl-3-methylimidazolium DL-glutamate,water,
Giumg,Fang et al. (2014),Density,Liquid,ABINaR,AADYJk,,40,1-hexyl-3-methylimidazolium DL-glutamate,water,
ZLdcq,Geppert-Rybczynska and Sitarek (2014),Density,Liquid,AANtst,ABchwx,,40,tetrahydrofuran,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
tSuiH,Gomez et al. (2006b),Density,Liquid,AADYJk,AAmzKp,,40,water,1-hexyl-3-methylimidazolium chloride,
OYIaD,Gonzalez et al. (2012a),Density,Liquid,AAHueB,ABiCtA,,40,acetonitrile,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,
JgyuY,Grishina et al. (2013),Density,Liquid,AADYJk,AArYBF,,40,water,1-butyl-3-methylimidazolium tetrafluoroborate,
YDZaW,Jain et al. (2021),Density,Liquid,AAqmVN,AADYJk,,40,1-ethyl-3-methylimidazolium methyl sulfate,water,
KdKpL,Kawadkar and Zodape (2019),Density,Liquid,ABSVgK,AADYJk,,40,"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",water,
ZXrYf,Kawadkar and Zodape (2019),Density,Liquid,ABXpAB,AAOWgA,AADYJk,40,"1,1'-(pentane-1,5-diyl)bis(3-methyl-1H-imidazol-3-ium) dibromide",2-aminoacetic acid,water
JQJcK,Kawadkar and Zodape (2019),Density,Liquid,ABSVgK,AAOWgA,AADYJk,40,"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",2-aminoacetic acid,water
MrroB,Kawadkar and Zodape (2019),Density,Liquid,ABXpAB,AADYJk,,40,"1,1'-(pentane-1,5-diyl)bis(3-methyl-1H-imidazol-3-ium) dibromide",water,
GARgx,Koller et al. (2020),Density,Liquid,ABChJv,ABTxjM,,40,1-butyl-3-methylimidazolium hexafluorophosphate,"1-methyl-3-(3,3,4,4,4-pentafluorobutyl)imidazolium hexafluorophosphate",
lpPqv,Moradi and Farzi (2022),Density,Liquid,AALwIY,AAasxG,AAdLRX,40,"1,2-ethanediol",choline chloride,lithium hexafluorophosphate
tqbdJ,Moreno et al. (2015),Density,Liquid,AADYJk,ABJzxR,,40,water,tetra-iso-butyl ammonium bromide,
LzNJV,Nordness et al. (2020),Density,Liquid,AAzLBF,AARkmK,,40,butyltriethylphosphonium 2-cyanopyrrolide,glycerol,
LVVOd,Noshadi and Sadeghi (2017a),Density,Liquid,AADYJk,AAOWgA,AAmzKp,40,water,2-aminoacetic acid,1-hexyl-3-methylimidazolium chloride
thSKz,Noshadi and Sadeghi (2017a),Density,Liquid,ABDWVo,AADYJk,,40,1-butyl-3-methylimidazolium trifluoromethanesulfonate,water,
cNtfm,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,ABICIG,,40,ethanol,1-hexyl-3-methylimidazolium hexafluorophosphate,
epNuO,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,AAcKZa,,40,water,1-ethyl-3-methylimidazolium chloride,
QVwUc,Riabchunova et al. (2018),Density,Liquid,AATgdC,AAqHiH,,40,propylene carbonate,1-butyl-3-methylimidazolium bromide,
TGJIF,Riabchunova et al. (2018),Density,Liquid,AATgdC,ABChJv,,40,propylene carbonate,1-butyl-3-methylimidazolium hexafluorophosphate,
dLJXG,Riabchunova et al. (2018),Density,Liquid,AATgdC,AArYBF,,40,propylene carbonate,1-butyl-3-methylimidazolium tetrafluoroborate,
Spdzn,Rilo et al. (2012b),Density,Liquid,AADYJk,ABELek,,40,water,3-ethyl-1-methyl-1H-imidazolium hexyl sulfate,
Rkres,Rilo et al. (2012b),Density,Liquid,AAIsrh,ABELek,,40,ethanol,3-ethyl-1-methyl-1H-imidazolium hexyl sulfate,
CQBFD,Rilo et al. (2012b),Density,Liquid,AAIsrh,ABJgup,,40,ethanol,1-ethyl-3-methylimidazolium octyl sulfate,
xXHgV,Sailaja et al. (2020),Density,Liquid,AAkOQZ,AADYJk,,40,"1-butyl-2,3-dimethylimidazolium chloride",water,
VcJFk,Sastry et al. (2013),Density,Liquid,AADYJk,AAvbcc,,40,water,1-hexyl-3-methyl-1H-imidazolium bromide,
QGdSF,Sastry et al. (2013),Density,Liquid,AADYJk,AAmzKp,,40,water,1-hexyl-3-methylimidazolium chloride,
NsJLk,Sastry et al. (2013),Density,Liquid,AADYJk,ABEdUn,,40,water,1-hexyl-3-methylimidazolium iodide,
xJnmE,Sastry et al. (2013),Density,Liquid,AADYJk,ABAwEw,,40,water,1-methyl-3-octylimidazolium bromide,
KBewL,Shekaari et al. (2012b),Density,Liquid,AAOCWD,AAvbcc,,40,dimethylformamide,1-hexyl-3-methyl-1H-imidazolium bromide,
ZMPWJ,Shekaari et al. (2012c),Density,Liquid,AAOCWD,ABIrcf,AAnWVs,40,dimethylformamide,"2,2'-[1,2-phenylenebis(nitrilomethylidyne)]bis-phenol",1-methyl-3-propylimidazolium bromide
BQkHx,Shekaari et al. (2012d),Density,Liquid,AAOCWD,ABCPZN,AAsrIo,40,dimethylformamide,"N,N'-bis(2-hydroxybenzylidene)-1,3-propanediamine",1-pentyl-3-methylimidazolium bromide
xaGPv,Shekaari et al. (2013),Density,Liquid,AAPByN,ABIrcf,AAqHiH,40,dimethyl sulfoxide,"2,2'-[1,2-phenylenebis(nitrilomethylidyne)]bis-phenol",1-butyl-3-methylimidazolium bromide
boDFL,Shekaari et al. (2013),Density,Liquid,AAQngv,ABIrcf,AAqHiH,40,"N,N-dimethylethanamide","2,2'-[1,2-phenylenebis(nitrilomethylidyne)]bis-phenol",1-butyl-3-methylimidazolium bromide
UyNmZ,Shekaari et al. (2015b),Density,Liquid,AAHueB,AAsrIo,,40,acetonitrile,1-pentyl-3-methylimidazolium bromide,
FuBSb,Shekaari et al. (2015b),Density,Liquid,AAHueB,AAnWVs,,40,acetonitrile,1-methyl-3-propylimidazolium bromide,
NnZhj,Shekaari et al. (2015b),Density,Liquid,AAHueB,AAvbcc,,40,acetonitrile,1-hexyl-3-methyl-1H-imidazolium bromide,
mnHGc,Shekaari et al. (2015b),Density,Liquid,AAHueB,AAmzKp,,40,acetonitrile,1-hexyl-3-methylimidazolium chloride,
FlJiP,Shekaari et al. (2016b),Density,Liquid,AAQJSl,AArRzj,,40,thiophene,1-hexyl-3-methylimidazolium thiocyanate,
EBETv,Singh et al. (2013),Density,Liquid,AAONVE,AAwHNg,,40,butan-1-ol,1-butyl-3-methylimidazolium methyl sulfate,
DvaoP,Singh et al. (2017b),Density,Liquid,ABgaDK,AADYJk,,40,"1-hexyl-4-(4-sulfobutyl)-1H-1,2,4-triazolium trifluoromethanesulfonate",water,
VyYYQ,Vatascin et al. (2021),Density,Liquid,AAgcST,AAniqB,AADYJk,40,1-ethyl-3-methylimidazolium thiocyanate,1-ethyl-3-methylimidazolium methanesulfonate,water
cSgDD,Vila et al. (2006b),Density,Liquid,AAzOMU,AADYJk,AAkmTS,40,aluminum bromide,water,1-ethyl-3-methylimidazolium bromide
OPQPv,Wang et al. (2012c),Density,Liquid,AAPByN,ABGQHG,,40,dimethyl sulfoxide,1-decyl-3-methylimidazolium bromide,
AXotx,Warke et al. (2016),Density,Liquid,AADYJk,ABLIPe,,40,water,tributylmethylphosphonium methyl sulfate,
oIxdd,Xing et al. (2016a),Density,Liquid,AADYJk,AApenP,,40,water,1-pentylpyridinium dicyanamide,
JGjxI,Xing et al. (2016a),Density,Liquid,AADYJk,AAmufZ,,40,water,1-butylpyridinium dicyanamide,
mZxLn,Xing et al. (2016a),Density,Liquid,AADYJk,AAkKPA,,40,water,1-propylpyridinium dicyanamide,
LUzwy,Yan et al. (2021b),Density,Liquid,AAZVtd,ABgwPX,AADYJk,40,glycylglycine,1-cetylpyridinium salicylate,water
AnHVo,Yang et al. (2019f),Density,Liquid,AAnDam,ABEfYI,,40,sodium bis(fluorosulfonyl)amide,N-ethyl-N-methylpyrrolidinium bis(fluorosulfonyl)amide,
JeaSr,Zec et al. (2018a),Density,Liquid,AADYJk,AAyMTa,,40,water,1-ethyl-3-hexyl-1H-imidazolium bromide,
UtgdR,Zec et al. (2018a),Density,Liquid,AADYJk,AAnWVz,,40,water,"1,3-diethyl-1H-imidazolium bromide",
eXlVu,Zec et al. (2018b),Density,Liquid,AAnYjG,AATNDc,,40,1-butyl-3-methylimidazolium dicyanamide,.gamma.-valerolactone,
Aewye,Zec et al. (2018b),Density,Liquid,AAnYjG,AATgdC,,40,1-butyl-3-methylimidazolium dicyanamide,propylene carbonate,
TNiXu,Aki et al. (2004),Density,Liquid;Gas,AAIYzl,ABchwx,,39,carbon dioxide,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
kbvsV,Canongia Lopes et al. (2016),Density,Liquid,AAUohR,AAaJgU,,39,ethylammonium nitrate,n-butylammonium nitrate,
QoUZU,Chen et al. (2015a),Density,Liquid,AAihiT,AADYJk,ABXpAB,39,D-glucose,water,"1,1'-(pentane-1,5-diyl)bis(3-methyl-1H-imidazol-3-ium) dibromide"
amxPe,De Lisi et al. (1984),Density,Liquid,ABDXmt,AADYJk,,39,sodium dodecyl sulfate,water,
zsSkW,Deenadayalu et al. (2007),Density,Liquid,AAGIBL,AADYJk,ABHjxw,39,methanol,water,1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate
dmDcm,Gaba et al. (2017a),Density,Liquid,AAZfHj,AAcKZa,AADYJk,39,N-(carboxymethyl)glycine,1-ethyl-3-methylimidazolium chloride,water
VRjXk,Gomez et al. (2008),Density,Liquid,AADYJk,AAoCnc,,39,water,"1,3-dimethylimidazolium methylsulfate",
aaBwU,Gomez et al. (2008),Density,Liquid,AAIsrh,AAoCnc,,39,ethanol,"1,3-dimethylimidazolium methylsulfate",
