setid,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ddasB,Domanska et al. (2008a),Density,Liquid,ABkmzr,CCCCCC[n+]1ccn(CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-ethylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,
iWHoQ,Domanska et al. (2008a),Density,Liquid,ABFSsA,CCCC[n+]1ccn(CC)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-ethylimidazolium hexafluorophosphate,,,,,,
KISeS,Domanska et al. (2008d),Density,Liquid,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,,,
QakhF,Domanska et al. (2008d),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,,,,
SCpzw,Domanska et al. (2008d),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,,,
TdYQQ,Domanska et al. (2009b),Density,Liquid,AAyLcC,CCCCCC[N+](C)(C)CCO.F[B-](F)(F)F,hexyl(2-hydroxyethyl)dimethylammonium tetrafluoroborate,,,,,,
URpmz,Domanska et al. (2009c),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,,,,
QRBZv,Domanska et al. (2010a),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,,,,,,
XJfVb,Domanska et al. (2013a),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,,,,
wToBB,Domanska et al. (2013e),Density,Liquid,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,,,,
jJnNk,Domanska et al. (2014b),Density,Liquid,ABgtdh,CCCC[n+]1cccc(C#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-cyanopyridinium bis(trifluoromethylsulfonyl)imide,,,,,,
JFWMe,Domanska et al. (2014b),Density,Liquid,ABmOst,CCCCCC[n+]1ccc(C#N)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-4-cyanopyridinium bis(trifluoromethylsulfonyl)imide,,,,,,
upLhl,Domanska et al. (2014c),Density,Liquid,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,,,,,,
xjTTY,Domanska et al. (2014c),Density,Liquid,ABCNPf,CCCCCC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,1-hexyl-3-methylimidazolium tetracyanoborate,,,,,,
EaUDs,Domanska et al. (2014c),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,,,,
flIqn,Domanska et al. (2015a),Density,Liquid,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,,,,,,
XTfqa,Domanska et al. (2022),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,,,,
fRAXI,Domanska et al. (2022),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,,,,,,
BSreP,Domanska et al. (2022),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,,,,
kRMvx,Domanska et al. (2022),Density,Liquid,AApePX,CCCC[n+]1ccc(C)cc1.N#C[N-]C#N,1-butyl-4-methylpyridinium dicyanamide,,,,,,
IxFDR,Domanska et al. (2022),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,,,,,,
qRvdQ,Domanska et al. (2022),Density,Liquid,AAraXs,C[N+]1(CCCO)CCOCC1.N#C[N-]C#N,4-(3-hydroxypropyl)-4-methylmorpholinium dicyanamide,,,,,,
wVFFQ,Domanska-Zelazna and Krolikowska (2011),Density,Liquid,AAmbYu,CCCC[N+]1(C)CCCC1.N#C[S-],1-butyl-1-methylpyrrolidinium thiocyanate,,,,,,
Qnkqp,Dominguez et al. (2011a),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,,,
dUXJt,Dominguez et al. (2011a),Density,Liquid,AAPpAQ,C1=CCCCC1,cyclohexene,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
fgrEt,Dominguez et al. (2011a),Density,Liquid,AAStyH,CC1CCCCC1,methylcyclohexane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
rmvHz,Dominguez et al. (2011a),Density,Liquid,AAVeaX,C1CCCCCCC1,cyclooctane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
QPDKx,Dominguez et al. (2011a),Density,Liquid,AAQJlb,C1CCCCC1,cyclohexane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
DWXvx,Dominguez et al. (2011b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,
lLUoX,Dominguez et al. (2011b),Density,Liquid,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,,,
HsaZn,Dominguez et al. (2013),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,,,
aEMno,Dominguez et al. (2014a),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,,,
seHBU,Dominguez et al. (2014a),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,
jfbpO,Dominguez et al. (2014a),Density,Liquid,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,,,
oYWSS,Dominguez et al. (2014b),Density,Liquid,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,,,
LdxRo,Dominguez et al. (2014b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,
FKkQa,Dougassa et al. (2013),Density,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AAUBWU,CCOC(=O)OC,ethyl methyl carbonate
dVyAt,Dougassa et al. (2013),Density,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,AAWlFo,CCOC(=O)OCC,diethyl carbonate,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide
loEOg,Dougassa et al. (2013),Density,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,AAWlFo,CCOC(=O)OCC,diethyl carbonate,AAdLRX,F[P-](F)(F)(F)(F)F.[Li+],lithium hexafluorophosphate
cmgdZ,Dougassa et al. (2013),Density,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,AAWlFo,CCOC(=O)OCC,diethyl carbonate,ABivej,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.[Li+],lithium trifluorotris(perfluoroethyl)phosphate
tgsmc,Dougassa et al. (2013),Density,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,AAdLRX,F[P-](F)(F)(F)(F)F.[Li+],lithium hexafluorophosphate,AAUBWU,CCOC(=O)OC,ethyl methyl carbonate
oJxbv,Dougassa et al. (2013),Density,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,ABivej,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.[Li+],lithium trifluorotris(perfluoroethyl)phosphate,AAUBWU,CCOC(=O)OC,ethyl methyl carbonate
yWgaV,Dougassa et al. (2013),Density,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,AARQqy,COC(=O)OC,dimethyl carbonate,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide
DcLab,Dougassa et al. (2013),Density,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,AARQqy,COC(=O)OC,dimethyl carbonate,AAdLRX,F[P-](F)(F)(F)(F)F.[Li+],lithium hexafluorophosphate
FfSot,Dougassa et al. (2013),Density,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,AARQqy,COC(=O)OC,dimethyl carbonate,ABivej,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.[Li+],lithium trifluorotris(perfluoroethyl)phosphate
jUKna,Dougassa et al. (2013),Density,Liquid,AAWlFo,CCOC(=O)OCC,diethyl carbonate,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
CqLNa,Dougassa et al. (2013),Density,Liquid,AAWlFo,CCOC(=O)OCC,diethyl carbonate,AAdLRX,F[P-](F)(F)(F)(F)F.[Li+],lithium hexafluorophosphate,,,
WNNFi,Dougassa et al. (2013),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AAUBWU,CCOC(=O)OC,ethyl methyl carbonate,,,
DJysu,Dougassa et al. (2013),Density,Liquid,AAdLRX,F[P-](F)(F)(F)(F)F.[Li+],lithium hexafluorophosphate,AAUBWU,CCOC(=O)OC,ethyl methyl carbonate,,,
SdQcK,Dougassa et al. (2013),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
IHadz,Dougassa et al. (2013),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,AAdLRX,F[P-](F)(F)(F)(F)F.[Li+],lithium hexafluorophosphate,,,
GiXPi,Dougassa et al. (2013),Density,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
QVvSt,Dougassa et al. (2013),Density,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,AAdLRX,F[P-](F)(F)(F)(F)F.[Li+],lithium hexafluorophosphate,,,
GULwm,Dreiseitlova et al. (2010),Density,Liquid,AAwOrj,CCCCCC[n+]1ccccc1.F[B-](F)(F)F,1-hexylpyridinium tetrafluoroborate,,,,,,
uGqMr,Dreiseitlova et al. (2010),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,,,
dHIWz,Dreiseitlova et al. (2010),Density,Liquid,AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,,,,
cnFor,Dreiseitlova et al. (2010),Density,Liquid,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,,,,
tBaEe,Dzida et al. (2018),Density,Liquid,AAwHMP,CCOS(=O)(=O)[O-].CCn1cc[n+](CC)c1,"1,3-diethylimidazolium ethyl sulfate",,,,,,
wTGSy,Dzida et al. (2018),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,,,
OqMiA,Dzyuba and Bartsch (2002a),Density,Liquid,ABOeKx,C[n+]1ccn(CCCc2ccccc2)c1.F[P-](F)(F)(F)(F)F,1-methyl-3-(3-phenylpropyl)-1H-imidazolium hexafluorophosphate,,,,,,
IbacJ,Dzyuba and Bartsch (2002a),Density,Liquid,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,,,
cZreI,Dzyuba and Bartsch (2002a),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,,,,
BhtOT,Dzyuba and Bartsch (2002a),Density,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,,,
kQomp,Dzyuba and Bartsch (2002a),Density,Liquid,ABQHTW,CCCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-nonyl-3-methylimidazolium hexafluorophosphate,,,,,,
UpmhF,Dzyuba and Bartsch (2002a),Density,Liquid,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,
JmsAC,Dzyuba and Bartsch (2002a),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,,,
BsJcP,Dzyuba and Bartsch (2002a),Density,Liquid,ABqGad,CCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-nonylimidazolium bis(trifluoromethanesulfonyl)imide,,,,,,
bTfyI,Dzyuba and Bartsch (2002a),Density,Liquid,ABFSRj,CCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,1-methyl-3-pentylimidazolium hexafluorophosphate,,,,,,
MYxsT,Dzyuba and Bartsch (2002a),Density,Liquid,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,,,
GzZjL,Dzyuba and Bartsch (2002a),Density,Liquid,ABkmdd,CCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-heptyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,,,
uYDPs,Dzyuba and Bartsch (2002a),Density,Liquid,ABfRtt,CCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-pentylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,
NPSzp,Dzyuba and Bartsch (2002a),Density,Liquid,ABoepW,C[n+]1ccn(CCCc2ccccc2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-methyl-3-(3-phenylpropyl)-1H-imidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,,,,
gMHAE,Dzyuba and Bartsch (2002a),Density,Liquid,ABKmJc,CCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-heptyl-3-methylimidazolium hexafluorophosphate,,,,,,
NoKVg,Dzyuba and Bartsch (2002a),Density,Liquid,ABluws,C[n+]1ccn(CCc2ccccc2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-methyl-3-(2-phenylethyl)-1H-imidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,,,,
ysIJE,Dzyuba and Bartsch (2002b),Density,Liquid,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,,,
WhQXS,Dzyuba and Bartsch (2002b),Density,Liquid,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,,,
sxrKF,Dzyuba and Bartsch (2002b),Density,Liquid,ABaReg,Cn1cc[n+](CCO)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,,,
RGLPX,Dzyuba and Bartsch (2002b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,,,,,,
JblTg,Dzyuba and Bartsch (2002b),Density,Liquid,ABjJPt,Cn1cc[n+](Cc2ccccc2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-benzyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)amide,,,,,,
LVeos,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,,,
SNlbT,Ebrahiminejadhasanabadi et al. (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,
NhNJp,Emel'yanenko et al. (2009),Density,Liquid,AAbvVm,Cn1cc[nH+]c1.O=[N+]([O-])[O-],1-methylimidazolium nitrate,,,,,,
ywlBb,Emel'yanenko et al. (2011a),Density,Liquid,AApefh,CCCC[n+]1cccc(C)c1.N#C[N-]C#N,1-butyl-3-methylpyridinium dicyanamide,,,,,,
QnCTt,Espiau et al. (2011),Density,Liquid,AAwOrj,CCCCCC[n+]1ccccc1.F[B-](F)(F)F,1-hexylpyridinium tetrafluoroborate,,,,,,
TJUmE,Espiau et al. (2011),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,,,,
sHCwp,Espiau et al. (2011),Density,Liquid,AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,,,,
bDxMU,Espiau et al. (2011),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,,,
QgjyZ,Espiau et al. (2011),Density,Liquid,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,,,,
CoeES,Every et al. (2004),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,
yFjAu,Every et al. (2004),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,,,,
zMtVw,Fandino et al. (2018),Density,Crystal,AAufNY,CC1CCCCN1C(=O)[O-].CC1CCCC[NH2+]1,2-methylpiperidinium 2-methylpiperidine-N-carboxylate,,,,,,
dLjYm,Fareghi-Alamdari and Hatefipour (2015),Density,Liquid,ABKaWV,Cn1cc[n+](CC(CBr)N=[N+]=[N-])c1.[Br-],1-(2-azido-3-bromopropyl)-3-methyl-3H-imidazol-1-ium bromide,,,,,,
rOwdq,Fareghi-Alamdari and Hatefipour (2015),Density,Liquid,ABcfXx,C=Cn1cc[n+](CC(C[n+]2ccn(C)c2)N=[N+]=[N-])c1.[Br-].[Br-],3-(2-azido-3-(1-methyl-1H-imidazol-3-ium-3-yl)propyl)-1-vinyl-1H-imidazol-3-ium dibromide,,,,,,
OpXYU,Fareghi-Alamdari and Hatefipour (2015),Density,Liquid,ABKaIq,Cn1cc[n+](CC(Br)CN=[N+]=[N-])c1.[Br-],1-(3-azido-2-bromopropyl)-3-methyl-3H-imidazol-1-ium bromide,,,,,,
MAjmM,Fareghi-Alamdari and Hatefipour (2015),Density,Liquid,ABHrdk,Cn1cc[n+](CC(CBr)N=[N+]=[N-])c1.N#C[N-]C#N,1-(2-azido-3-bromopropyl)-3-methyl-3H-imidazol-1-ium dicyanamide,,,,,,
yfdsE,Fareghi-Alamdari and Hatefipour (2015),Density,Liquid,ABHrQg,Cn1cc[n+](CC(Br)CN=[N+]=[N-])c1.N#C[N-]C#N,1-(3-azido-2-bromopropyl)-3-methyl-3H-imidazol-1-ium dicyanamide,,,,,,
wsANr,Fareghi-Alamdari and Hatefipour (2015),Density,Liquid,ABXODD,C=Cn1cc[n+](CC(C[n+]2ccn(C)c2)N=[N+]=[N-])c1.N#C[N-]C#N.N#C[N-]C#N,3-(2-azido-3-(1-methyl-1H-imidazol-3-ium-3-yl)propyl)-1-vinyl-1H-imidazol-3-ium di(dicyanamide),,,,,,
TGHmi,Fareghi-Alamdari and Hatefipour (2017),Density,Liquid,ABHrdk,Cn1cc[n+](CC(CBr)N=[N+]=[N-])c1.N#C[N-]C#N,1-(2-azido-3-bromopropyl)-3-methyl-3H-imidazol-1-ium dicyanamide,,,,,,
mHFGi,Fareghi-Alamdari and Hatefipour (2017),Density,Liquid,ABMqcs,C=Cn1cc[n+](CC(CBr)N=[N+]=[N-])c1.[Br-],1-(2-azido-3-bromopropyl)-3-vinyl-3H-imidazol-1-ium bromide,,,,,,
PStxD,Fareghi-Alamdari and Hatefipour (2017),Density,Liquid,ABKHMU,C=Cn1cc[n+](CC(CBr)N=[N+]=[N-])c1.N#C[N-]C#N,1-(2-azido-3-bromopropyl)-3-vinyl-3H-imidazol-1-ium dicyanamide,,,,,,
zeMoE,Fareghi-Alamdari and Hatefipour (2017),Density,Liquid,ABXODD,C=Cn1cc[n+](CC(C[n+]2ccn(C)c2)N=[N+]=[N-])c1.N#C[N-]C#N.N#C[N-]C#N,3-(2-azido-3-(1-methyl-1H-imidazol-3-ium-3-yl)propyl)-1-vinyl-1H-imidazol-3-ium di(dicyanamide),,,,,,
xfhlK,Fareghi-Alamdari and Hatefipour (2017),Density,Liquid,AAmkSB,C=CC[n+]1ccn(C=C)c1.N#C[N-]C#N,1-allyl-3-vinylimidazolium dicyanamide,,,,,,
INguo,Fareghi-Alamdari and Hatefipour (2017),Density,Liquid,ABKaWV,Cn1cc[n+](CC(CBr)N=[N+]=[N-])c1.[Br-],1-(2-azido-3-bromopropyl)-3-methyl-3H-imidazol-1-ium bromide,,,,,,
HQWgD,Fareghi-Alamdari and Hatefipour (2017),Density,Liquid,AApStB,C=CC[n+]1ccn(C=C)c1.[Br-],1-allyl-3-vinylimidazolium bromide,,,,,,
JywBk,Fareghi-Alamdari and Hatefipour (2017),Density,Liquid,ABcfXx,C=Cn1cc[n+](CC(C[n+]2ccn(C)c2)N=[N+]=[N-])c1.[Br-].[Br-],3-(2-azido-3-(1-methyl-1H-imidazol-3-ium-3-yl)propyl)-1-vinyl-1H-imidazol-3-ium dibromide,,,,,,
iKrjF,Fareghi-Alamdari and Hatefipour (2017),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,,,,,,
Zjfqa,Fareghi-Alamdari and Hatefipour (2017),Density,Liquid,AAnCNp,C=CC[n+]1ccn(C)c1.[Br-],1-allyl-3-methylimidazolium bromide,,,,,,
aHfLO,Fernandez et al. (2013),Density,Liquid,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,,,,
cGKIR,Fernandez et al. (2013),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,,,
Oghnu,Fernandez et al. (2013),Density,Liquid,AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,,,,
HXXSh,Fernandez et al. (2013),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,,,,
XFCZM,Fischer et al. (2005),Density,Crystal,AAiXtN,Cn1nnn(N)c1=[NH2+].O=[N+]([O-])[O-],"1,5-diamino-4-methyl-4,5-dihydro-1H-tetrazol-1-ium nitrate",,,,,,
vixTf,Fischer et al. (2005),Density,Crystal,AAqbbL,Cn1nnn(N)c1=[NH2+].O=[N+]([O-])[N-][N+](=O)[O-],"1,5-diamino-4-methyl-1H-tetrazolium dinitramide",,,,,,
IKaUy,Fitchett et al. (2004),Density,Liquid,ACMDZT,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-decyl-3-methylimidazolium bis(perfluoroethylsulfonyl)imide,,,,,,
oOUTa,Fitchett et al. (2004),Density,Liquid,AADYJk,O,water,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
iISJM,Fitchett et al. (2004),Density,Liquid,ACBOlB,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-hexyl-3-methylimidazolium bis(perfluoroethylsulfonyl)imide,,,,,,
trmAa,Fitchett et al. (2004),Density,Liquid,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,,,
