setid,"Temperature, K","Pressure, kPa","Specific density, kg/m³",reference,propertiy,phases,compound id 1,compound id 2,compound id 3,compound name 1,compound name 2,compound name 3
LyRZl,0.0,0.0,1147.06±0.16,Pal et al. (2013),Density,Liquid,AALwIY,AAuItX,,"1,2-ethanediol","1-butyl-2,3-dimethylimidazolium tetrafluoroborate",
LyRZl,0.0,0.0,1150.9±0.16,Pal et al. (2013),Density,Liquid,AALwIY,AAuItX,,"1,2-ethanediol","1-butyl-2,3-dimethylimidazolium tetrafluoroborate",
LyRZl,0.0,0.0,1154.9±0.15,Pal et al. (2013),Density,Liquid,AALwIY,AAuItX,,"1,2-ethanediol","1-butyl-2,3-dimethylimidazolium tetrafluoroborate",
LyRZl,0.0,0.0,1160.61±0.15,Pal et al. (2013),Density,Liquid,AALwIY,AAuItX,,"1,2-ethanediol","1-butyl-2,3-dimethylimidazolium tetrafluoroborate",
LyRZl,0.0,0.0,1165.8±0.15,Pal et al. (2013),Density,Liquid,AALwIY,AAuItX,,"1,2-ethanediol","1-butyl-2,3-dimethylimidazolium tetrafluoroborate",
LyRZl,0.0,0.0,1171.11±0.15,Pal et al. (2013),Density,Liquid,AALwIY,AAuItX,,"1,2-ethanediol","1-butyl-2,3-dimethylimidazolium tetrafluoroborate",
LyRZl,0.0,0.0,1175.65±0.15,Pal et al. (2013),Density,Liquid,AALwIY,AAuItX,,"1,2-ethanediol","1-butyl-2,3-dimethylimidazolium tetrafluoroborate",
yZQCl,0.0,0.0,1054±2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1108.4±2.5,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1153.2±2.3,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1191.4±2.2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1223.2±2.1,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1274±2.1,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1317.3±2.1,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1347±2.1,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1373.2±2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1394±2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1413.3±2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1426.6±2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1441.6±2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1049.3±2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1103.7±2.5,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1148.4±2.3,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1186.6±2.2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1218.4±2.1,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1269.1±2.1,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1312.4±2.1,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1342.1±2.1,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1368.2±2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1389±2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1408.4±2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1421.7±2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1436.7±2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1044.6±2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1098.9±2.5,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1143.5±2.3,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1181.7±2.2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1213.4±2.1,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1264.1±2.1,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1307.3±2.1,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1337.1±2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1363.2±2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1383.9±2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1403.3±2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1416.6±2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1431.6±2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1039.9±2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1094.1±2.5,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1138.7±2.3,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1176.8±2.2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1208.5±2.1,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1259.2±2.1,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1302.4±2.1,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1332.1±2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1358.2±2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1379±2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1398.3±2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1411.6±2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1426.6±2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1035.2±2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1089.3±2.5,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1133.9±2.3,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1171.9±2.2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1203.6±2.1,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1254.3±2.1,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1297.4±2.1,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1327.1±2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1353.2±2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1374±2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1393.3±2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1406.6±2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1421.6±2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1030.5±2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1084.5±2.5,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1129±2.3,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1167.1±2.2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1198.7±2.1,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1249.3±2.1,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1292.5±2.1,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1322.2±2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1348.2±2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1369±2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1388.4±2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1401.6±2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1416.6±2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1025.7±2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1079.8±2.5,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1124.2±2.3,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1162.2±2.2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1193.8±2.1,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1244.4±2.1,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1287.5±2.1,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1317.2±2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1343.2±2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1364±2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1383.3±2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1396.6±2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
yZQCl,0.0,0.0,1411.5±2,Papovic et al. (2017),Density,Liquid,AATNDc,ABchwx,,.gamma.-valerolactone,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
MZcum,0.0,0.0,1174.1±1.5,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1170.4±1.5,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1166.8±1.5,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1163.4±1.5,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1160.1±1.5,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1157±1.5,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1153.7±1.5,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1150.1±1.5,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1147.1±1.5,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1143.6±1.4,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1140.3±1.4,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1137.4±1.4,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1134.2±1.4,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1130.7±1.4,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1127.5±1.4,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1124.3±1.4,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1121.1±1.4,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1118±1.4,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1114.8±1.4,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1111.7±1.4,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1157.6±1.6,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1154.1±1.6,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1150.6±1.6,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1147±1.6,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1143.5±1.6,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1140±1.6,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1136.6±1.6,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1133.2±1.6,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1129.9±1.6,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1126.6±1.6,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1123.2±1.6,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1119.8±1.6,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1116.5±1.6,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1113.1±1.5,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1109.8±1.5,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1106.4±1.5,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
